STATION,NAME,DATE,TMAX
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-03,65
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-04,53
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-05,60
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-06,64
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-07,53
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-08,56
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-09,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-10,78
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-11,84
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-12,83
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-13,81
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-14,75
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-15,64
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-16,76
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-17,67
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-18,72
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-19,70
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-20,76
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-21,72
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-22,66
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-23,56
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-24,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-25,74
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-26,68
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-27,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-28,70
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-29,64
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-30,68
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-05-31,74
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-01,55
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-02,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-03,55
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-04,66
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-05,66
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-06,62
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-07,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-08,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-09,69
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-10,70
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-11,67
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-12,58
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-13,67
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-14,74
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-15,70
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-16,53
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-17,67
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-18,77
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-19,83
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-20,84
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-21,89
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-22,62
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-23,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-24,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-25,74
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-26,81
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-27,83
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-28,69
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-29,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-06-30,70
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-01,72
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-02,69
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-03,55
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-04,65
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-05,68
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-06,64
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-07,65
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-08,69
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-09,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-10,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-11,71
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-12,57
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-13,60
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-14,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-15,66
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-16,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-17,69
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-18,68
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-19,74
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-20,72
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-21,70
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-22,73
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-23,73
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-24,73
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-25,64
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-26,60
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-27,73
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-28,84
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-29,93
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-30,75
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-07-31,76
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-01,77
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-02,73
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-03,71
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-04,75
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-05,76
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-06,79
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-07,83
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-08,81
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-09,90
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-10,89
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-11,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-12,75
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-13,76
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-14,79
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-15,73
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-16,66
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-17,58
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-18,75
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-19,79
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-20,84
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-21,67
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-22,75
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-23,79
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-24,68
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-25,65
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-26,62
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-27,71
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-28,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-29,53
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-30,65
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-08-31,71
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-01,60
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-02,71
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-03,77
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-04,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-05,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-06,68
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-07,73
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-08,82
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-09,66
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-10,81
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-11,80
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-12,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-13,54
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-14,64
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-15,53
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-16,52
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-17,58
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-18,66
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-19,66
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-20,52
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-21,48
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-22,60
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-23,64
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-24,69
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-25,64
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-26,71
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-27,76
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-28,66
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-29,76
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-09-30,65
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-01,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-02,71
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-03,79
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-04,78
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-05,81
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-06,67
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-07,38
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-08,35
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-09,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-10,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-11,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-12,66
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-13,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-14,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-15,58
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-16,60
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-17,53
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-18,57
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-19,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-20,52
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-21,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-22,66
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-23,65
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-24,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-25,52
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-26,56
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-27,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-28,39
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-29,39
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-30,55
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-10-31,57
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-01,41
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-02,52
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-03,55
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-04,28
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-05,27
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-06,38
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-07,40
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-08,43
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-09,42
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-10,52
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-11,51
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-12,40
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-13,35
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-14,34
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-15,45
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-16,44
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-17,44
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-18,35
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-19,43
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-20,47
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-21,42
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-22,5
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-23,-6
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-24,3
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-25,16
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-26,29
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-27,40
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-28,47
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-29,51
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-11-30,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-01,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-02,41
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-03,48
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-04,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-05,33
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-06,32
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-07,41
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-08,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-09,44
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-10,57
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-11,60
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-12,49
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-13,42
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-14,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-15,34
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-16,28
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-17,35
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-18,35
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-19,32
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-20,37
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-21,28
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-22,34
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-23,33
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-24,47
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-25,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-26,43
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-27,28
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-28,43
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-29,47
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-30,45
USW00024143,"GREAT FALLS AIRPORT, MT US",1993-12-31,47
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-01,45
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-02,43
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-03,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-04,48
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-05,38
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-06,19
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-07,34
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-08,40
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-09,41
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-10,40
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-11,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-12,49
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-13,47
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-14,25
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-15,51
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-16,9
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-17,1
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-18,41
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-19,26
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-20,52
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-21,57
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-22,57
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-23,58
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-24,52
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-25,31
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-26,40
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-27,37
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-28,40
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-29,34
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-30,24
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-01-31,30
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-01,33
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-02,28
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-03,19
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-04,24
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-05,38
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-06,18
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-07,-12
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-08,15
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-09,34
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-10,33
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-11,32
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-12,37
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-13,44
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-14,39
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-15,49
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-16,54
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-17,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-18,34
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-19,15
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-20,7
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-21,12
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-22,16
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-23,39
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-24,-4
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-25,4
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-26,37
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-27,41
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-02-28,47
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-01,55
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-02,65
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-03,62
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-04,58
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-05,48
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-06,40
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-07,37
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-08,45
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-09,54
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-10,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-11,49
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-12,64
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-13,62
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-14,58
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-15,72
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-16,68
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-17,51
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-18,65
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-19,42
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-20,47
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-21,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-22,42
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-23,32
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-24,40
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-25,51
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-26,43
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-27,51
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-28,48
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-29,54
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-30,64
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-03-31,70
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-01,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-02,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-03,51
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-04,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-05,48
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-06,39
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-07,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-08,53
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-09,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-10,62
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-11,65
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-12,66
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-13,54
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-14,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-15,62
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-16,77
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-17,78
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-18,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-19,69
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-20,72
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-21,74
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-22,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-23,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-24,51
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-25,39
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-26,30
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-27,35
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-28,40
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-29,54
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-04-30,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-01,60
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-02,62
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-03,62
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-04,65
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-05,68
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-06,67
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-07,80
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-08,70
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-09,81
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-10,74
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-11,77
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-12,74
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-13,64
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-14,66
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-15,65
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-16,62
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-17,48
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-18,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-19,57
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-20,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-21,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-22,69
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-23,72
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-24,75
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-25,76
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-26,82
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-27,73
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-28,68
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-29,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-30,66
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-05-31,72
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-06-01,67
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-06-02,69
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-06-03,79
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-06-04,77
USW00024143,"GREAT FALLS AIRPORT, MT US",1994-06-05,77
