STATION,NAME,DATE,TMAX
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-07-15,90
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-07-16,87
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-07-17,74
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-07-18,84
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-07-19,79
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-07-20,74
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-07-21,84
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-07-22,88
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-07-23,87
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-07-24,85
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-07-25,81
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-07-26,79
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-07-27,84
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-07-28,86
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-07-29,78
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-07-30,87
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-07-31,88
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-01,88
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-02,87
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-03,93
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-04,86
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-05,87
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-06,91
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-07,90
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-08,73
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-09,54
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-10,67
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-11,78
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-12,82
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-13,83
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-14,85
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-15,68
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-16,60
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-17,75
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-18,76
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-19,79
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-20,82
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-21,85
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-22,88
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-23,94
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-24,74
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-25,80
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-26,86
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-27,89
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-28,85
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-29,75
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-30,80
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-08-31,83
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-01,78
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-02,86
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-03,86
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-04,81
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-05,84
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-06,81
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-07,80
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-08,75
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-09,83
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-10,84
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-11,79
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-12,72
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-13,72
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-14,72
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-15,68
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-16,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-17,71
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-18,57
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-19,62
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-20,69
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-21,70
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-22,75
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-23,83
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-24,85
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-25,83
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-26,83
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-27,64
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-28,68
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-29,78
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-09-30,85
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-01,84
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-02,75
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-03,65
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-04,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-05,57
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-06,58
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-07,48
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-08,41
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-09,57
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-10,57
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-11,47
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-12,37
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-13,57
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-14,64
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-15,67
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-16,78
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-17,75
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-18,41
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-19,43
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-20,51
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-21,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-22,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-23,49
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-24,32
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-25,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-26,58
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-27,55
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-28,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-29,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-30,62
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-10-31,56
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-01,52
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-02,52
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-03,58
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-04,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-05,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-06,69
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-07,49
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-08,31
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-09,27
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-10,20
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-11,20
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-12,38
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-13,24
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-14,23
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-15,34
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-16,40
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-17,40
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-18,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-19,37
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-20,45
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-21,45
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-22,43
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-23,47
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-24,51
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-25,41
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-26,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-27,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-28,54
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-29,49
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-11-30,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-01,42
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-02,38
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-03,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-04,24
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-05,24
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-06,43
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-07,33
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-08,27
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-09,35
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-10,31
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-11,36
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-12,45
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-13,51
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-14,56
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-15,45
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-16,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-17,49
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-18,33
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-19,29
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-20,40
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-21,38
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-22,32
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-23,33
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-24,33
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-25,35
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-26,40
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-27,40
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-28,42
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-29,56
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-30,52
USW00024143,"GREAT FALLS AIRPORT, MT US",1997-12-31,55
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-01,57
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-02,8
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-03,20
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-04,8
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-05,36
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-06,37
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-07,38
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-08,0
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-09,1
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-10,-7
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-11,-13
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-12,0
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-13,39
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-14,42
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-15,40
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-16,38
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-17,44
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-18,48
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-19,38
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-20,22
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-21,32
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-22,36
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-23,39
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-24,41
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-25,43
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-26,48
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-27,44
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-28,45
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-29,54
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-30,49
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-01-31,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-01,42
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-02,36
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-03,45
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-04,43
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-05,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-06,53
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-07,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-08,39
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-09,49
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-10,45
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-11,47
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-12,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-13,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-14,48
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-15,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-16,44
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-17,48
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-18,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-19,52
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-20,53
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-21,56
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-22,47
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-23,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-24,32
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-25,30
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-26,33
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-27,35
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-02-28,34
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-01,42
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-02,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-03,36
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-04,22
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-05,19
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-06,18
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-07,26
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-08,22
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-09,21
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-10,13
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-11,44
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-12,55
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-13,44
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-14,60
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-15,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-16,58
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-17,37
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-18,29
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-19,44
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-20,53
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-21,45
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-22,43
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-23,53
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-24,60
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-25,55
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-26,54
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-27,47
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-28,36
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-29,38
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-30,54
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-03-31,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-01,58
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-02,58
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-03,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-04,57
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-05,38
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-06,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-07,50
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-08,51
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-09,52
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-10,58
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-11,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-12,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-13,51
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-14,46
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-15,44
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-16,52
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-17,45
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-18,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-19,58
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-20,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-21,73
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-22,76
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-23,78
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-24,55
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-25,54
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-26,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-27,69
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-28,74
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-29,80
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-04-30,71
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-01,70
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-02,79
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-03,83
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-04,67
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-05,79
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-06,64
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-07,72
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-08,68
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-09,64
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-10,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-11,68
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-12,71
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-13,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-14,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-15,62
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-16,68
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-17,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-18,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-19,74
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-20,82
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-21,59
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-22,62
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-23,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-24,71
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-25,80
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-26,85
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-27,64
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-28,69
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-29,80
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-30,62
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-05-31,67
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-01,65
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-02,53
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-03,57
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-04,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-05,62
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-06,69
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-07,52
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-08,58
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-09,72
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-10,68
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-11,73
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-12,70
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-13,71
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-14,65
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-15,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-16,56
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-17,61
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-18,68
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-19,62
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-20,63
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-21,72
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-22,76
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-23,74
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-24,74
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-25,69
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-26,54
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-27,65
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-28,71
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-29,74
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-06-30,75
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-01,75
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-02,76
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-03,77
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-04,78
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-05,80
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-06,78
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-07,82
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-08,85
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-09,87
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-10,89
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-11,80
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-12,79
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-13,84
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-14,83
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-15,87
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-16,91
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-17,96
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-18,91
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-19,93
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-20,90
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-21,77
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-22,82
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-23,88
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-24,78
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-25,91
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-26,92
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-27,94
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-28,87
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-29,72
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-30,84
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-07-31,88
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-08-01,73
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-08-02,72
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-08-03,79
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-08-04,88
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-08-05,96
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-08-06,99
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-08-07,88
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-08-08,85
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-08-09,93
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-08-10,92
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-08-11,93
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-08-12,91
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-08-13,93
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-08-14,85
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-08-15,92
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-08-16,88
USW00024143,"GREAT FALLS AIRPORT, MT US",1998-08-17,83
